app_num,app_date,title,abstract,inventors,CPCs
1020160023218 ,2016.02.26,기체의 압축배출이 가능한 진공펌프,본 발명은 진공펌프에 내장되는 구동스크류부재와 종동스크류부재의 스크류날개의 피치가 일정하게 형성되어 제작을 용이하게 하는 구조를 가지면서도 그 피치가 연속적으로 감소하는 구조와 같이 기체이송공간에서의 기체압축과 흡입구에서의 흡입력 향상과 같은 장점이 가질 수 있는 진공펌프를 제공하는 것이다. 본 발명에 따른 진공펌프는 구동스크류부재 및 종동스크류부재와 상기 구동스크류부재와 상기 종동스크류부재의 물림회전에 의해 이송되는 기체가 배출구 측으로 이송되면서 압력이 상승할 수 있도록 구동스크류날개 사이의 기체이송공간과 종동스크류날개 사이의 기체이송공간에 기체를 추가 공급하는 기체압력부가장치가 설치된다.,김학률(대한민국),F04C 18/165;F04C 2240/20;F04C 25/02;F04C 29/00
1020110126270 ,2011.11.29,필터 부재를 포함하는 원심 분리형 오수 정화 장치.,본 발명은 원심 분리형 오수 정화 장치에 관한 것으로서 오염물을 함유하는 오수로부터 오염물을 분리하는 정화 장치로서 상기 오수가 유입되는 오수유입관 상기 오수유입관과 연결되며 상기 오수유입관으로부터 유입되어 분사된 오수를 회전시킴으로써 발생되는 원심력을 이용하여 상기 오수로부터 상기 오염물을 분리시켜 상기 오수를 1차적으로 정화하는 원심형 고액 분리 유닛 상기 원심형 고액 분리 유닛과 연결되며 상기 원심형 고액 분리 유닛에 의하여 정화된 오수를 2차적으로 정화할 수 있도록 미세한 구멍이 다수 형성된 구조의 필터 부재 상기 필터 부재에 의하여 2차적으로 정화된 오수가 외부로 유출되는 오수유출관 상기 필터 부재를 세척하는 세척 유닛을 구비하는 것을 특징으로 한다.본 발명에 따르면 비중 차이가 큰 오염물은 상기 원심형 고액 분리 유닛에 의하여 제거되고 상기 원심형 고액 분리 유닛에 의하여 제거되지 않고 남은 오염물은 상기 필터 부재에 의하여 제거될 수 있어 오수에 함유된 다양한 종류의 오염물을 효과적으로 제거할 수 있고 상기 필터 부재에 부착된 오염물의 세척이 용이하다는 장점이 있다.,이수영(대한민국),B01D 21/26;B01D 29/35;B01D 29/64;C02F 1/38;C02F 2201/002
1020127019395 ,2010.12.22,반도체 장치,반도체 장치는 게이트에 전압이 인가되지 않을 때 온 상태인 파워 소자와 파워 소자의 게이트에 제1 전압을 인가하는 스위칭용 전계 효과 트랜지스터와 파워 소자의 게이트에 제1 전압보다 낮은 전압을 인가하는 스위칭용 전계 효과 트랜지스터를 포함한다.  스위칭용 전계 효과 트랜지스터들은 오프 상태의 전류가 작다.,고야마 준 (일본);야마자끼 슌뻬이(일본),H01L 27/1214;H01L 27/1225;H01L 27/1255;H03K 17/0822
1020150024340 ,2015.02.17,Bcr-Abl 융합 유전자의 표적 접합 변종 유전자 검출 방법 및 검출용 중합효소 연쇄반응 조성물,본 발명은 Bcr-Abl 융합 유전자의 표적 접합 변종 유전자 검출 방법 및 검출용 중합효소 연쇄반응 조성물에 관한 것으로 본 발명에서 제공하는 Bcr-Abl 융합 유전자의 표적 접합 변종 유전자 검출 방법은 겔 전기영동에 의해서 정확한 정량이 어려운 돌연변이 융합 유전자의 mRNA 발현 수준을 정량화하는데 사용될 수 있으며 이 방법을 사용하면 기술적으로 간단하면서도 비용-효율적으로 표적 접합 변종 유전자를 탐지할 수 있다. 따라서 본 발명의 표적 접합 변종 유전자 검출 방법은 산화 그래핀-기반의 형광탐지분석으로 만성 백혈병의 초기 진단 및 치료 플랜에 적용될 수 있다.,김동은(대한민국);노경민(대한민국),C12Q 1/686;C12Q 1/6886;C12Q 2549/113;C12Q 2549/119;C12Q 2563/107
1020167012296 ,2014.11.28,단일벽 탄소나노튜브를 균일하게 분산시키는 방법,단일벽 탄소나노튜브를 균일하게 분산시키는 방법을 제공하는데 (1) 단일벽 탄소나노튜브 분말체를 저비점 알코올류 또는 물 또는 DMF에서 분산시키고 자외선 기계에 넣어 자외선을 조사해 산화시키는 단계 (2) 자외선 기계 세척 후의 탄소나노튜브를 강산으로 산화 반응을 진행하고 다시 원심세정하는 단계 (3) 강산으로 세정한 단일벽 탄소나노튜브는 2 내지 3회 에탄올 또는 물로 초음파 분산 원심세정을 진행하고 저비점 알코올 또는 물 또는 DMF 용액에 용해시켜 단일벽 탄소나노튜브 분산액을 얻는 단계를 포함한다. 본 방법에 의하여 완전한 탄소나노튜브 표면에 기능화된 작용기를 그라프팅시킴으로써 단일벽 탄소나노튜브의 가용성을 구현할 수 있고 고성능 탄소나노 복합 플렉시블 투명 전극 재료를 제조할 수 있고 투과성과 시트 저항이 작다.,다이 레이( );차오 시량( );차이 리페이( );하오 하이옌( ),B01J 19/10;B01J 19/123;B82Y 40/00;C01B 2202/02;C01B 32/174;H01L 51/444;Y02E 10/549
1020160003778 ,2016.01.12,플리스 자카드 환편기,본 발명의 목적은 플리스 자카드 원단을 편직하는 과정에서 루프사에 걸리는 장력을 일정하게 설정하는 플리스 자카드 환편기를 제공하는 것이다. 본 발명의 일 실시예에 따른 플리스 자카드 환편기는 플리스 자카드 원단의 바닥을 편직하는 제1실 제2실 및 상기 원단의 뒤에 루프와 앞에 자카드 패턴과 상기 바닥 중 하나를 선택적으로 편직하는 루프사를 각각 공급하는 싱커들 상기 싱커들로 공급되는 상기 제1실 상기 제2실 및 상기 루프사로 상기 원단을 편직하는 니들들 상기 싱커들의 전후진을 안내하는 싱커 홈들을 직경 방향으로 구비하는 제1실린더 상기 싱커들의 상방에 배치되어 직경 방향으로 이동하는 상기 싱커들의 이동량을 설정하는 싱커 캠 상기 제1실린더의 하측에 연결되어 상기 싱커들 사이로 상기 니들들의 승강을 안내하는 니들 홈들을 상하 방향으로 구비하여 상기 제1실린더와 함께 회전하는 제2실린더 및 상기 제2실린더의 외측에 배치되어 상기 니들들 중 선침되어 상하 방향으로 승강하는 상기 니들들의 승강량을 설정하는 니들 캠을 포함하며 상기 싱커 캠은 상기 싱커들을 제1이동량으로 전진시키는 제1이동량부 및 상기 제1이동량보다 더 큰 제2이동량으로 전진시키도록 상기 제1이동량부보다 상기 직경 방향 내측으로 더 돌출되는 제2이동량부를 포함한다.,권영헌(대한민국);차영진(대한민국),D04B 15/06;D04B 15/322;D04B 15/84;D04B 9/26
1020120049356 ,2012.05.09,함체의 케이블 고정장치,본 발명은 함체의 케이블 고정장치에 관한 것으로서 박스의 형태로 이루어져 특정 장치가 내장되거나 접속 단자함의 경우 외부에서 내부로 연결되는 각종 케이블이 인입되어 연결되어 있으며 이를 정리 고정하기 위한 고정장치를 용이하게 설치되고 분리하며 재사용이 가능하도록 하기 위하여 개발된 것으로함체 내부의 케이블을 내벽면에 밀착하여 연결되도록 하는 함체의 케이블 고정장치에 있어서상기 함체의 내벽면에는 입구부가 좁게 형성되는 하나 이상의 더브테일홈이 상단에서 수직 아래로 연장 형성되고상기 더브테일홈의 입구부 보다 넓게 형성되어 상기 더브테일홈의 상단으로부터 삽입되는 삽입부와 상기 삽입부의 상단에서 하향 절곡되는 절곡부와 상기 절곡부에서 하부로 연장되는 제1 고정부로 이루어지는 케이블 고정클립으로 구성되어상기 제1 고정부와 함체의 내벽면 사이 공간에 케이블이 삽입 고정되도록 구성됨을 특징으로 하는 함체의 케이블 고정장치에 관한 것이다.,류형택(대한민국);유창완(대한민국),H02G 3/0418;H02G 3/081;H02G 3/105;H02G 3/14
1020130020179 ,2013.02.26,안전장치를 갖춘 블라인드의 가동줄,본 발명은 블라인드를 승하강시키는 가동줄에 의한 안전사고를 예방하기 위한 안전장치를 갖춘 블라인드의 가동줄에 관한 것으로 상기 가동줄의 회전에 의해 회동되도록 하는 제1 기어를 구비하여 블라인드를 승하강시키는 롤구동부와 하측에 튜브연결부를 구비하여 상기 롤구동부를 에워싸도록 암수로 이루어져 볼트로 체결된 상부커버로 구성된 가동줄 지지부재 제2 기어를 구비하여 상기 가동줄을 회전시키는 회전체와 상측에 튜브연결구를 구비하여 상기 회전체를 에워싸도록 암수로 이루어져 볼트로 체결된 하부커버로 구성된 가동줄 회전안내부재 상기 하부커버의 외측에 설치되고 회전손잡이의 양방향 회전조작을 통해서 상기 회전체를 양방향 회전시키도록 연결된 회전조작부 및 상기 가동줄 지지부재의 튜브연결부와 상기 가동줄 회전안내부재의 튜브연결부에 결합되어서 상기 가동줄을 내포한 상태에서 이동을 안내하는 튜브형태의 두 개의 안전바를 포함하여 구성된다.,유상원(대한민국),E06B 9/326;E06B 9/382;E06B 9/42;E06B 9/80;F16P 1/00
1020100121747 ,2010.12.02,표시 패널 및 이를 구비한 표시 장치,표시 패널은 제1 표시 기판 제2 표시 기판 및 액정층을 포함한다. 상기 제1 표시 기판은 복수의 셀 영역들로 이루어진 제1 베이스 기판과 각 셀 영역별로 분리된 복수의 데이터 배선들과 복수의 게이트 배선들 및 복수의 화소 전극들을 포함한다. 상기 제2 표시 기판은 제2 베이스 기판과 상기 데이터 배선들 및 상기 게이트 배선들에 대응하는 차광 패턴과 상기 화소 전극들과 대향하는 공통 전극 및 상기 차광 패턴과 중첩되된 공통 배선을 포함한다. 상기 액정층은 상기 제1 및 제2 표시 기판들 사이에 배치된다. 이에 따라서 표시 셀들을 하나의 상기 제1 표시 기판으로 형성하고 상기 제2 표시 기판에 공통 전극과 전기적으로 연결된 공통 배선을 형성함으로써 베젤 폭에 의한 프레임 테두리 시인 및 공통 전압의 지연차에 의한 표시 품질 저하를 개선할 수 있다.,김종인(대한민국);김혁진(대한민국);김효섭(대한민국);박민욱(대한민국);송영구(대한민국);이은국(대한민국);한경태(대한민국),G02F 1/13336;G02F 1/133512;G09G 2310/0232;G09G 3/3648
1020150015428 ,2015.01.30,디지털 방송 송신 방법,본 발명의 실시예는 비디오 데이터 오디오 데이터 및 EIT( event information table)와 PMT(program map table)을 포함하는 보조 데이터를 MPEG-2 트랜스포트 스트림으로 다중화하는 단계 여기서 상기 EIT 또는 상기 PMT는 캡션 정보를 포함하는 캡션 디스크립터를 포함하고 상기 캡션 디스크립터는 상기 비디오 데이터에 포함된 캡션 데이터가 EIA (electronic industry association)-708에 따른 디지털 클로즈드 캡션 서비스를 제공하는 데이터인지 또는 아날로그 클로즈드 캡션 서비스를 제공하는 캡션 데이터인지를 나타내는 상기 캡션 정보를 포함하고 및 상기 다중화된 MPEG-2 트랜스포트 스트림을 방송 신호로 변조하여 전송하는 단계를 포함하는 디지털 방송 송신 방법을 제공한다.,박태진(대한민국),H04N 21/235;H04N 21/23614;H04N 21/2362;H04N 21/2368;H04N 21/4341;H04N 21/435;H04N 21/4886;H04N 21/4888
1020150077776 ,2015.06.02,바른 보행 관절 보호 및 피로 방지 신발용 깔창,본 발명은 바른 보행 관절 보호 및 피로 방지 신발용 깔창에 관한 것이다.이를 위하여 본 발명은 신발의 바닥창에 구비되도록 쿠션부재로 구성된 깔창에 있어서 상기 깔창은 인체의 발에 대응되는 형상을 지니도록 형성되어 기준 두께를 지니는 미드 포션부를 중심으로 전방에 발의 중족골 부위에 대응되도록 프론트 포션부가 상기 기준 두께 이하의 두께를 지니도록 구비되고 후방에 발의 뒤꿈치 부위에 대응되도록 힐 포션부가 상기 기준 두께 이상의 두께를 지니도록 구비되므로 상기 깔창의 하부에 연속적인 보행 유도공간부가 마련되어 보행자의 발이 연속적으로 지지될 수 있는 바른 보행 관절 보호 및 피로 방지 신발용 깔창에 관한 것이다.,박문환(대한민국),A43B 13/386;A43B 13/40;A43B 7/142;A43B 7/144;A43B 7/30;A43B 7/32
1020160093412 ,2016.07.22,아스파라긴산 추출방법,본 발명은 아스파라긴산 추출 제조방법에 있어서 좀더 상세히는 숙취해소에 좋은 아스파라긴산을 다량 함유한 콩나물에서 간단하게 아스파라긴산을 추출할 수 있도록 하여 물 또는 숙취해소용 식품 조리시 첨가하여 가정에서도 간편하게 숙취해소용 음료 또는 식품을 제조할 수 있도록세척 후 자연건조된 콩나물 또는 숙주나물에 꿀 올리고당 설탕을 교반한 혼합물을 체에 담아 저온실에서 숙성시키면서 혼합물의 콩나물 또는 숙주나물에서 아스파라긴산을 추출되어 체로 걸려지게 한 후 다시 콩나물 또는 숙주나물과 혼합된 혼합물을 교반시켜 저온실에서 숙성시키는 공정을 반복하여 저온실의 체에서 혼합물의 하부로 아스파라긴산을 완전히 추출할 수 있도록 하여 가정에서도 숙취해소에 도움이 되는 아스파라긴산을 많이 함유된 콩나물 또는 숙주나물에서 간편하게 아스파라긴산을 추출하도록 하여 추출된 아스파라긴산을 물 또는 숙취음식 조리시 첨가하여 숙취해소용 음료 또는 식품을 간편하게 조리하여 숙취해소에 도움을 줄 수 있도록 하는 이점이 있는 것이다.,목기호(대한민국),C07C 227/40;C07C 229/24
1020110115308 ,2011.11.07,양극 활물질의 제조장치 및 이에 구비되는 교반장치,본 발명은 양극 활물질의 제조장치 및 이에 구비되는 교반장치에 관한 것이다. 본 발명은 중앙튜브가 중앙을 관통하고 철 용액이 투입되는 철 용액 튜브가 중앙튜브를 관통하여 설치되며 중앙튜브에는 리튬 용액이 투입되는 리튬 용액 튜브가 연결되는 프리믹서 중앙튜브가 중앙을 관통하고 초임계수가 투입되는 초임계수 튜브가 중앙튜브와 연결되어 철 용액 및 리튬 용액이 혼합된 용액과 교반되는 메인믹서 프리믹서 및 메인믹서 중 적어도 어느 하나에 설치되어 혼합된 용액을 교반시키는 스태틱 믹서 및 메인믹서에서 교반된 혼합물의 초임계 반응을 통해 양극 활물질을 생성하는 반응기를 포함한다. 이와 같은 본 발명에 의하면 철 용액과 리튬 용액이 합류하는 지점과 상기 혼합된 용액과 초임계수가 합류하는 지점에 스태틱 믹서를 설치함으로써 용액의 교반효과가 극대화되어 투입 라인이 막히는 것을 보다 효과적으로 방지할 수 있다.,노현국(대한민국);류지훈(대한민국);박홍규(대한민국);오상승(대한민국);이동훈(대한민국);정왕모(대한민국);조치호(대한민국),B01J 19/18;B01J 19/20;H01M 10/052;H01M 4/52
1020120078121 ,2012.07.18,구조물의 실시간 변위 자동 복원방법,본 발명은 구조물의 실시간 변위 자동 복원방법에 있어서 구조물의 저면에 복수 개의 복원지점을 설정하는 복원지점 설정단계 및 적어도 3개의 센서를 이용하여 상기 구조물의 침하를 실시간으로 모니터링하여 침하에 따른 상기 구조물의 변위값을 검출하는 변위값 검출단계 및 검출된 상기 변위값이 기준값을 초과하는지 여부를 판단하는 판단단계 및 상기 검출된 변위값이 기준값을 초과하는 것으로 판단되는 경우 상기 검출된 변위값을 이용하여 각각의 복원지점의 수직변위 복원값을 산출하는 수직변위값 산출단계 및 상기 각각의 복원지점의 하부에 설치된 승하강수단을 상기 각 복원지점별 수직변위값만큼 구동시켜 상기 구조물의 변위를 원위치로 복원하는 기준값 복원단계를 포함하는 것을 특징으로 하는 구조물의 실시간 변위 자동 복원방법이 개시된다.상기와 같은 본 발명에 의하면 구조물의 변위를 실시간으로 항시 측정하고 측정된 변위값을 통해 구조물을 실시간으로 복원함으로써 구조물에 대한 세심하고 지속적인 유지관리가 가능한 효과가 있다.또한 각각의 복원지점에 설치된 승하강수단을 제어부를 통해 개별적으로 제어함으로써 구조물의 초기위치 뿐 아니라 원하는 경사각을 형성할 수 있는 효과가 있다.,김용진(대한민국),E01D 22/00;E02D 2600/10;E02D 33/00;E02D 35/00;G01B 21/32
1020120068195 ,2012.06.25,홍수방어용 간이화단,본 발명의 홍수방어용 간이화단은 전체적으로 육면체의 형상으로 상부가 뚫려 내부에 형성되는 수납공간과 양측면에 수직으로 형성되는 가이드홈이 구성되며 하부에는 회전하여 이송가능하도록 이송롤러가 형성되며 하단부에는 차단막이 외측 하부로 쳐지도록 결합구성되는 본체 상기 본체를 다수개 이웃하도록 위치시키고 상기 이웃하는 본체의 가이드홈에 끼워져 결합되는 차수판으로 구성되어 조경수를 식재하여 화분으로 사용하거나 방재용 모래주머니를 수납할 수 있는 본체를 인도와 차도의 경계 등 홍수 시에 차수가 필요한 장소에 일정간격으로 배치시켜 놓고 차수가 필요한 경우에 인접한 본체들의 가이드홈에 차수판의 양단부를 끼워 결합하여 홍수를 방지할 수 있도록 구성되어 평상시에는 조경수의 화분 또는 방재용품의 저장고로서의 역할을 하면서도 홍수 시에는 차수판을 끼워 넣기만 하면 완벽하게 차수벽을 형성할 수 있다.,류범수(대한민국);임채준(대한민국);최경수(대한민국),A01G 9/02;A01G 9/027;A01G 9/028
1020147005075 ,2014.02.26,석면 검출 방법,위상차 현미경/전자 현미경 법에 의한 석면 검출 기준을 변경하지 않고 위상차/현미경 전자 현미경과 비교하여 보다 효율적이고 간편하고 한편 높은 정밀도로 석면을 검출할 수 있는 방법을 제공하기 위해 피검 물에 형광 표지를 갖는 석면 결합 단백질을 접촉시킨 후 위상차 현미경과 형광 현미경을 조합하여 사용함으로써 피검 물 중에 포함된 석면을 검출한다.,니시무라 토모키(일본);이시다 타케노리(일본);쿠로다 아키오(일본),G01N 21/41;G01N 21/64;G01N 21/6404;G01N 33/38;G01N 33/383;G01N 33/52
1020110100004 ,2011.09.30,기판 반송 장치 기판 반송 방법 및 기억 매체,본 발명의 과제는 기판을 보유 지지 부재에 진공 흡착하여 반송하는 데 있어서 보유 지지 부재의 외부에 있어서의 진공 배관의 배치가 불필요하여 신속하게 기판을 반송할 수 있는 기술을 제공하는 것이다.보유 지지 부재인 제1 아암(2a) 및 제2 아암(2b)에 각각 진공 펌프(42a 42b) 및 배터리(41a 41b)를 탑재하는 동시에 반송 기체(1)로부터 송전 코일(14a 14b) 및 수전 코일(44a 44b)을 통해 전자기 유도 방식에 의해 비접촉으로 배터리(41a 41b)를 충전함으로써 각 아암(2a 2b)에 있어서 외부로부터의 배관 및 전기 배선 없이 진공 펌프(42a 42b) 전자기 밸브(43a 43b) 및 압력 검출부(45a 45b) 등의 각 아암(2a 2b)에 탑재된 전자 부품을 배터리(41a 41b)로부터의 전력에 의해 동작하도록 한다.,데구찌 마사또시(일본);이또오 가즈히꼬(일본),B25J 15/0608;B25J 15/0683;G06K 17/00;H01L 21/67742;H01L 21/6838;H01L 21/68707
1020120110582 ,2012.10.05,하이힐 슈즈의 패션형 쿠션 악세사리,본 발명의 하이힐 슈즈의 패션형 쿠션 악세사리는 발에 착용하는 슈즈 부와 상기 슈즈 부의 뒷부분 밑바닥에 형성된 하이힐로 구성된 하이힐 슈즈의 하측에 착탈 가능하게 설치되는 하이힐 슈즈 쿠션 악세사리로서 상기 슈즈 부의 앞쪽에 착탈 가능하게 착용할 수 있는 슈즈 커버 및 상기 슈즈 커버와 일정간격을 유지하며 상기 하이힐의 끝단 부에 착탈 가능하게 착용할 수 있는 하이힐 쿠션부재를 포함하되 기존 하이힐 슈즈의 구조를 전혀 변형하지 않으면서도 사용자의 취향에 따라 여러 가지 형태를 선택하여 착용할 수 있으며 착용시 세련되면서도 보행의 편안함을 줄 수 있는 효과가 있다.,장명호(대한민국),A43B 21/30;A43B 21/32;A43B 21/42;A43B 23/24;A43B 3/0084
1020157015160 ,2012.06.14,화상 인코딩 장치 화상 인코딩 방법 및 화상 인코딩 프로그램 및 화상 디코딩 장치 화상 디코딩 방법 및 화상 디코딩 프로그램,인트라 예측부(103)는 화상 신호를 미리 설정된 최소 인코딩 블록 단위로 인트라 예측할 때 휘도 신호를 수평 및 수직으로 분할하는 분할 모드가 설정된 경우 색차 포맷에 상응하여 설정된 최소 인코딩 블록 내의 색차 신호의 인트라 예측의 예측 블록 단위로 색차 신호의 인트라 예측을 한다. 제2의 인코딩 비트열 생성부(113)는 휘도 신호의 예측 블록의 인트라 휘도 예측 모드에 관한 정보와 색차 신호의 예측 블록의 인트라 색차 예측 모드에 관한 정보의 인코딩열을 생성한다.,나카무라 히로야(일본);후쿠시마 시게루(일본),H04N 19/11;H04N 19/176;H04N 19/186;H04N 19/50;H04N 19/593
1020130147080 ,2013.11.29,핀과 드레인 확장 영역을 포함하는 반도체 디바이스 및 제조 방법,반도체 디바이스의 일 실시예는 반도체 바디의 제 1 측 위에 핀을 포함한다.  반도체 디바이스는 핀의 적어도 일부에 제 2 전도형의 바디 영역을 더 포함한다.  반도체 디바이스는 제 1 전도형의 드레인 확장 영역 제 1 전도형의 소스 및 드레인 영역 그리고 핀의 대향 벽에 접하는 게이트 구조를 더 포함한다.  바디 영역과 드레인 확장 영역은 소스 영역과 드레인 영역 사이에 차례로 정렬된다.,마이저 안드레아스(독일);캄펜 크리스티안(독일),H01L 2029/785;H01L 29/785
1020140093456 ,2014.07.23,스마트 렌지후드 시스템,본 발명은 스마트 렌지후드 시스템에 관한 것이다. 그러한 스마트 렌지후드 시스템은 열원이 되는 적어도 하나 이상의 가스쿡(3)과 상기 가스쿡(3)으로부터 발생된 냄새 혹은 연기를 배기팬(f)에 의하여 외부로 배출하는 렌지 후드(5)와 가스쿡(3)에 가스를 공급하는 가스관(P) 상에 장착되어 가스를 공급/차단하는 가스밸브(7)와 렌지후드에 장착됨으로써 주위의 온도를 측정할 수 있는 온도감지센서(8)와 가스밸브(7)에 장착되어 가스관(P)을 통하여 공급되는 가스의 물리량을 감지하고 가스의 상태가 임계점에 도달하였는지 여부를 판단하는 융합센서(11)와 그리고 융합센서(11) 및 온도감지센서(8)로부터 입력된 데이터를 분석하여 가스의 임계점 도달여부에 따라 가스밸브(7)를 개폐시키는 제어부(13)를 포함한다.,이원희(대한민국);이진희(대한민국);이충훈(대한민국),F24F 11/02;F24F 11/053;F24F 7/06
1020130016193 ,2013.02.15,조리도구 보관이 가능한 캠핑용 편백도마,본 발명은 조리도구 보관이 가능한 캠핑용 편백도마에 관한 것으로서 더욱 상세하게는 편백나무 재질로 형성되는 상 하부판을 접이 가능하도록 결합하고 접이될 시에 상 하부판이 서로 마주하게 되는 상부판의 저면과 하부판의 상부면에 칼 등의 조리도구가 완전히 수용될 수 있도록 다수개의 안착홈을 형성함으로써 편백나무의 탁월한 항균성 및 탈취성에 의해 도마는 물론 이에 수용되는 조리도구의 세균 번식 및 냄새 발생을 방지하고 도마 조리도구의 분리 보관 및 휴대의 불편함이 제거되는 조리도구 보관이 가능한 캠핑용 편백도마에 관한 것이다. 이를 위해 본 발명은 편백나무로 이루어지며 일정 두께를 가지는 판상의 상부판 및 하부판과 상기 상부판의 일측과 하부판 일측에 각각 결합하여 상부판 및 하부판이 접이식으로 회동가능하도록 연결하는 접이부재를 포함하여 이루어지되 상기 상부판의 저면 및 하부판의 상부면에는 칼을 포함하는 조리도구를 수용하도록 수용홈이 형성된다.여기서 상기 상부판과 하부판의 일측에는 서로 접하도록 접은 상태에서 고정되도록 고정부재가 더 형성되며 상기 상부판의 상부면 및 하부판의 저면에는 편백나무 또는 잎으로부터 추출된 편백추출액을 통해 스프레이 방식 또는 침지 방식으로 편백코팅층이 형성됨에 따라 흠집 발생이 감소되고 이물제거가 용이하도록 한다.,강춘식(대한민국),A47J 36/04;A47J 47/005;B26B 29/063
1020110048630 ,2011.05.23,교반형 산기장치,본 발명은 산기와 함께 교반이 동시에 이루어지도록 한 교반형 산기장치에 관한 것으로서 공기를 공급하기 위한 드럼 상기 드럼에 축 결합되는 산기관 상기 산기관을 회전시키기 위한 전동기 및 상기 드럼으로 공기를 공급하기 위한 압축기로 구성됨에 따라 기능의 향상은 물론이고 산기장치와 교반장치의 중복 설치에 따른 비용의 절감과 공간의 활용이 더욱 용이한 교반형 산기장치를 제공하게 된다.,황명회(대한민국),C02F 2201/002;C02F 2303/14;C02F 3/16;C02F 3/20
1020110027206 ,2011.03.25,복수층의 빗물저류조,본 발명은 복수층으로 겹겹이 쌓을 수 있어 동일면적에서 보다 큰용량의 빗물저장공간을 제공하는 복수층의 빗물저류조에 관한 것으로서 본 발명의 일 형태에 따르면 내부에 빗물이 저장되는 단위 저류공간을 형성하도록 복수개의 수직기둥과 수평보 및 상면을 형성하는 상면 슬라브를 포함하여 이루어지는 적어도 1개 이상의 저류블록을 포함하여 이루어지는 상부 저류블록군과 상기 상부 저류블록의 하측에 결합되며 내부에 빗물이 저장되는 단위 저류공간을 형성하도록 복수개의 수직기둥과 수평보를 포함하여 이루어지는 적어도 1개 이상의 저류블록을 포함하여 이루어지는 중간 저류블록군 및 상기 중간 저류블록의 하측에 결합되며 내부에 빛물이 저장되는 단위 공간을 형성하도록 복수개의 수직기둥과 수평보 및 하면을 형성하는 하면 슬라브를 포함하여 이루어지는 적어도 1개 이상의 저류블록을 포함하여 이루어지는 하부 저류블록군을 포함하여 이루어지는 복수층의 빗물저류조가 개시된다.,김갑중(대한민국);최승선(대한민국),B65D 88/76;E02D 29/045;E03B 11/14;E03B 3/02;E03F 1/001;E03F 5/101
1020110110601 ,2011.10.27,액정 배향막 액정 배향막의 형성 방법 및 액정 표시 소자,(과제) 본 발명의 목적은 방사선 감도가 우수하며 저조사량의 광배향법에 의해 양호한 액정 배향성 및 전기적 특성 등의 제성능을 갖는 액정 배향막을 형성하는 것이 가능한 액정 배향제를 제공하는 것이다.  또한 그것을 이용한 액정 배향막의 형성 방법 및 액정 배향막 나아가서는 그것을 구비하는 액정 표시 소자를 제공하는 것이다.  (해결 수단) 바이사이클로[2.2.2]옥텐 골격을 갖는 폴리암산 및/또는 폴리이미드를 함유하는 액정 배향제이다.  또한 상기 폴리암산이 하기식 (1)로 나타나는 구조 단위를 갖고 상기 폴리이미드가 하기식 (2)로 나타나는 구조 단위를 갖는 액정 배향제이다.,가마다 아야카(일본);나가오 타카시(일본);도쿠히사 히로아키(일본);아베 츠바사(일본);아키이케 토시유키(일본),C08G 73/12;C08L 79/08;C09K 19/56;G02F 1/1337
1020150070573 ,2015.05.20,차량용 썬루프 스위치,본 발명은 차량용 썬루프에 사용되는 조작 스위치에 관한 것으로서 고정 접점을 PCB 패턴으로 구현하여 다양한 접점 패턴을 설계 제조하는데 용이하고 가동 접점은 금속재 탄성 접점으로 이루어 내구성 높은 스위치를 이루며 단일 노브를 통해 스윙과 슬라이드 조작력을 외부에서 가할 때 외력의 전달 방향과 크기를 정확한 방향으로 노브 움직임을 규제하도록 상하로 개방하고 내부가 중공의 조립공간으로 형성된 하우징과 가동 접점을 내장하고 하우징 내에서 수평방향으로 선형으로 움직이는 가동하우징과 상기 하우징 상부로부터 상기 가동 하우징에 체결하여 가동 하우징의 접점 구동력을 전달하는 플런저와 상기 가동 하우징의 가동 접점과 대응하는 고정접점과 상기 고정접점 하부를 폐쇄하는 커버 하우징을 결합하여 이루고 플런저 상부에 노브를 결합하여 이루어지는 썬루프 스위치에 있어 상기 하우징 상부 개구에는 가동 하우징의 선형 작동과 스윙 작동을 안내하고 제한하는 돌기와 스토퍼를 형성하여 이루고 고정 접점은 PCB 기판(41)으로 형성하되 양면 기판으로 이루어지고 상부면에는 선형으로 배치된 다수의 고정 점점(42)과 제 1 터미널(43) 간을 연결하는 패턴을 형성하고 하부 면에는 외부 신호를 중계하는 제 2 터미널(44)과 제 2 터미널 신호를 상기 제 1 터미널(43)에 연결하는 패턴을 형성한 고정 접점 어셈블리(4)로 이루어지는 것을 특징으로 한다.,유철상(대한민국),H01H 23/003;H01H 23/12;H01H 2300/01
1020160061647 ,2016.05.19,복령의 재배방법 및 재배장치,본 출원은 복령의 재재방법 및 재배장치에 관한 것으로서 본 출원의 재배방법 및 재배장치에 의하면 복령을 비매립식 재배 방법으로 재배할 수 있으며 재배기간을 단축시킬 수 있으며 자연산 복령과 동일하거나 유사한 수준의 밀도를 가지는 복령을 효율적으로 재배할 수 있다.,박문서(대한민국);선우현(대한민국);이봉문(대한민국),A01G 18/00;A01G 18/60
